Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts,Site name.x,Latitude,Longitude,Site name.y,PODEW,TACH2,Annual mean depth to groundwater cm,Annual sum of precipitation mm,Exotic,Native,Ratio
1,1997,Staphylinidae,INCOSTA,1021700,17,1,2,0,5,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1997,Stenopelmatidae,INORSTE,1191100,11,1,19,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1997,Tenebrionidae,COTEN,1024600,46,1,2,0,5,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1997,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Acari,ARACA,5020000,0,5,2,0,8,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Araneae,ARARA,5010000,0,5,1,0,5,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,98,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Blapstinus sp.,TEBLA,1024646,46,1,2,46,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Calathus opaculus,CACALOPA,1025503,55,1,2,3,9,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Camponotus modoc,FOCAMMOD,1111338,13,1,11,38,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Camponotus vicinus,FOCAMVIC,1111324,13,1,11,24,4,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Carabidae,INCOCAR,1025500,55,1,2,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Chilopoda,CH,2000000,0,2,0,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Coleoptera,INCO,1020000,0,1,2,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,6,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Curculionidae,INCOCUR,1023100,31,1,2,0,4,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,10,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Dermestidae,INCODER,1020700,7,1,2,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Diptera,INDI,1060000,0,1,6,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Elateridae,INCOELA,1020500,5,1,2,0,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Formica sp.,FOFOM,1111309,13,1,11,9,5,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Formicidae,INHYFOR,1111300,13,1,11,0,6,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Galerita janus,CAGALJAN,1025526,55,1,2,26,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Gryllus alogus,GRGRYALO,1193701,37,1,19,1,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Hemiptera,INHE,1750000,0,1,75,0,5,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Heteroderes sordidus,ELCONSOR,1020504,5,1,2,4,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Lepidoptera,INLE,1090000,0,1,9,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,3,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Lepismatidae,INZYLEP,1420200,2,1,42,0,6,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,4,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Orthoptera,INOR,1190000,0,1,19,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Otiorhynchus ovatus,CUOTIOVA,1023101,31,1,2,1,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Porcellio laevis,PORLAE,6020101,1,6,2,1,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Prenolepis sp.,FOPRE,1111339,13,1,11,39,4,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,Staphylinidae,INCOSTA,1021700,17,1,2,0,7,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1998,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Acari,ARACA,5020000,0,5,2,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Araneae,ARARA,5010000,0,5,1,0,4,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,29,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Blapstinus sp.,TEBLA,1024646,46,1,2,46,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Calathus opaculus,CACALOPA,1025503,55,1,2,3,16,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Carabidae,INCOCAR,1025500,55,1,2,0,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Cicindelinae,INCOCIC,1029500,95,1,2,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Coleoptera,INCO,1020000,0,1,2,0,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,13,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Dasymutilla sp.,MUDAS,1111902,19,1,11,2,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Elateridae,INCOELA,1020500,5,1,2,0,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Embaphion sp.,TEEMB,1024647,46,1,2,47,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Formica sp.,FOFOM,1111309,13,1,11,9,14,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Formicidae,INHYFOR,1111300,13,1,11,0,8,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Galerita janus,CAGALJAN,1025526,55,1,2,26,3,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Gastropoda,GA,9020000,0,9,2,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Gryllus alogus,GRGRYALO,1193701,37,1,19,1,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Hemiptera,INHE,1750000,0,1,75,0,5,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Lepismatidae,INZYLEP,1420200,2,1,42,0,3,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,10,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Porcellio laevis,PORLAE,6020101,1,6,2,1,3,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Prenolepis sp.,FOPRE,1111339,13,1,11,39,2,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Scarabaeidae,INCOSCA,1020400,4,1,2,0,4,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Scarites lissopterus,CASCALIS,1025511,55,1,2,11,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,Tenebrionidae,COTEN,1024600,46,1,2,0,1,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,1999,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118,.,.,.,.,.,.,.,.
1,2000,Acari,ARACA,5020000,0,5,2,0,3,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Araneae,ARARA,5010000,0,5,1,0,6,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,17,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Blapstinus sp.,TEBLA,1024646,46,1,2,46,3,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Calathus opaculus,CACALOPA,1025503,55,1,2,3,6,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Collembola,INCL,1040000,0,1,4,0,11,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Curculionidae,INCOCUR,1023100,31,1,2,0,2,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,6,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Elateridae,INCOELA,1020500,5,1,2,0,2,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Embaphion sp.,TEEMB,1024647,46,1,2,47,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Formicidae,INHYFOR,1111300,13,1,11,0,8,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Gastropoda,GA,9020000,0,9,2,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Gryllus alogus,GRGRYALO,1193701,37,1,19,1,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Hemiptera,INHE,1750000,0,1,75,0,3,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Lepidoptera,INLE,1090000,0,1,9,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,8,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Mutillidae,INHYMUT,1111900,19,1,11,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Opiliones,AROPI,5050000,0,5,5,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Pterostichus sp.,CAPTE,1025520,55,1,2,20,2,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Reduviidae,INHERED,1750100,1,1,75,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Scarabaeidae,INCOSCA,1020400,4,1,2,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Stenopelmatidae,INORSTE,1191100,11,1,19,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,Tenebrionidae,COTEN,1024600,46,1,2,0,1,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2000,.,.,.,.,.,.,.,0,Alameda,35.1880598884,-106.646949118,Alameda,197.1,.,-266.8,173.6,42.36,327.7899999999999,7.74
1,2001,Acari,ARACA,5020000,0,5,2,0,11,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Araneae,ARARA,5010000,0,5,1,0,5,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,22,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Blapstinus sp.,TEBLA,1024646,46,1,2,46,8,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Calathus opaculus,CACALOPA,1025503,55,1,2,3,3,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Cicadidae,INHECIC,1751600,16,1,75,0,12,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Coleoptera,INCO,1020000,0,1,2,0,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Collembola,INCL,1040000,0,1,4,0,3,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,8,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,3,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Elateridae,INCOELA,1020500,5,1,2,0,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,3,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Embaphion sp.,TEEMB,1024647,46,1,2,47,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Formicidae,INHYFOR,1111300,13,1,11,0,5,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Galerita janus,CAGALJAN,1025526,55,1,2,26,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Gastropoda,GA,9020000,0,9,2,0,2,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Gryllus alogus,GRGRYALO,1193701,37,1,19,1,2,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Hemiptera,INHE,1750000,0,1,75,0,3,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Lepidoptera,INLE,1090000,0,1,9,0,7,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Rhaphidophoridae,INORRHA,1190900,9,1,19,0,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Scarabaeidae,INCOSCA,1020400,4,1,2,0,2,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Stenopelmatidae,INORSTE,1191100,11,1,19,0,1,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,Zygentoma,INZY,1420000,0,1,42,0,2,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2001,.,NOCAP,0,0,0,0,0,0,Alameda,35.1880598884,-106.646949118,Alameda,192.46,1.29,-271,96.85,35.28,370.54,10.5
1,2002,Acari,ARACA,5020000,0,5,2,0,6,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Araneae,ARARA,5010000,0,5,1,0,30,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,17,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,11,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,4,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Calathus opaculus,CACALOPA,1025503,55,1,2,3,12,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Camponotus modoc,FOCAMMOD,1111338,13,1,11,38,4,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Camponotus sp.,FOCAM,1111344,13,1,11,44,2,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Camponotus vicinus,FOCAMVIC,1111324,13,1,11,24,1,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Carabidae,INCOCAR,1025500,55,1,2,0,1,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Chrysomelidae,INCOCHR,1020900,9,1,2,0,1,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,7,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Cyclotrachelus substriatus,CACYCSUB,1025527,55,1,2,27,2,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Cydnidae,INHECYD,1750500,5,1,75,0,1,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Diptera,INDI,1060000,0,1,6,0,1,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Formica sp.,FOFOM,1111309,13,1,11,9,2,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Gryllidae,INORGRY,1193700,37,1,19,0,5,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Hymenoptera,INHY,1110000,0,1,11,0,1,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Largidae,INHELAR,1750700,7,1,75,0,1,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Lasius sp.,FOLAS,1111310,13,1,11,10,3,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
1,2002,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,3,Alameda,35.1880598884,-106.646949118,Alameda,214.54,0.05,-278.3,103.6,34.84,366.34999999999997,10.52
