Year,Month,Day,Site number,Precipitation open mm,Precipitation canopy mm,Date,Site name,Latitude,Longitude,Date type,Reaches,Current usgs gauge,Nearest USGS gauge,Monthly mean precipitation mm
1997,11,19,3,17.78,11.938,1997-11-19,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,14.859000000000002
1997,12,16,1,20.32,12.7,1997-12-16,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,16.509999999999998
1997,12,16,2,15.24,16.764,1997-12-16,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,16.002
1997,12,16,3,6.096,11.684,1997-12-16,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,8.89
1998,1,20,1,10.414,6.096,1998-01-20,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,8.254999999999999
1998,1,20,2,12.7,10.668,1998-01-20,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,11.684
1998,1,21,3,15.494,12.954,1998-01-21,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,14.224
1998,2,17,1,12.7,8.89,1998-02-17,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,10.795
1998,2,.,2,.,.,.,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
1998,2,20,3,16.51,10.16,1998-02-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,13.335
1998,2,17,4,22.86,21.59,1998-02-17,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,22.225
1998,3,17,1,40.64,31.75,1998-03-17,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,36.195
1998,3,17,2,43.18,39.37,1998-03-17,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,41.275
1998,3,20,3,53.34,48.26,1998-03-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,50.8
1998,3,17,4,38.1,38.1,1998-03-17,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,38.1
1998,4,21,1,7.62,5.334,1998-04-21,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,6.477
1998,4,.,2,.,.,.,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
1998,4,24,3,8.89,5.08,1998-04-24,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,6.985
1998,4,21,4,8.636,7.62,1998-04-21,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,8.128
1998,5,19,1,17.78,20.32,1998-05-19,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,19.05
1998,5,19,2,17.78,17.272,1998-05-19,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,17.526
1998,5,20,3,7.366,4.572,1998-05-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,5.968999999999999
1998,5,20,4,5.08,5.08,1998-05-20,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,5.08
1998,6,16,1,1.778,0.762,1998-06-16,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,1.27
1998,6,20,2,1.524,1.016,1998-06-20,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,1.27
1998,6,18,3,6.35,4.572,1998-06-18,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,5.461
1998,6,18,4,8.382,.,1998-06-18,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,8.382
1998,7,21,1,20.32,15.24,1998-07-21,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,17.78
1998,7,21,2,15.24,12.7,1998-07-21,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,13.969999999999999
1998,7,20,3,41.91,30.48,1998-07-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,36.195
1998,7,21,4,44.704,40.64,1998-07-21,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,42.672
1998,8,19,1,7.62,3.81,1998-08-19,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,5.715
1998,8,20,2,29.21,24.892,1998-08-20,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,27.051000000000002
1998,8,18,3,40.64,24.13,1998-08-18,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,32.385
1998,8,18,4,13.716,10.16,1998-08-18,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,11.937999999999999
1998,9,15,1,5.588,4.826,1998-09-15,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,5.207
1998,9,15,2,5.08,7.112,1998-09-15,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,6.096
1998,9,20,3,50.292,48.26,1998-09-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,49.275999999999996
1998,9,15,4,5.588,3.81,1998-09-15,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,4.699
1998,10,20,1,22.86,18.288,1998-10-20,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,20.573999999999998
1998,10,20,2,20.828,31.75,1998-10-20,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,26.289
1998,10,17,3,15.24,11.938,1998-10-17,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,13.589
1998,10,20,4,12.192,9.652,1998-10-20,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,10.922
1998,11,17,1,38.1,24.638,1998-11-17,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,31.369
1998,11,17,2,29.21,27.94,1998-11-17,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,28.575000000000003
1998,11,17,3,30.48,21.59,1998-11-17,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,26.035
1998,11,17,4,25.4,21.336,1998-11-17,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,23.368
1998,12,15,1,3.048,1.27,1998-12-15,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,2.159
1998,12,15,2,7.62,6.858,1998-12-15,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,7.239
1998,12,15,3,12.7,7.62,1998-12-15,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,10.16
1998,12,17,4,7.112,7.62,1998-12-17,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,7.366
1999,1,19,1,0,0,1999-01-19,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0
1999,1,19,2,0,0,1999-01-19,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,0
1999,1,19,3,2.54,0,1999-01-19,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,1.27
1999,1,20,4,0,0,1999-01-20,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,0
1999,2,16,1,3.81,3.048,1999-02-16,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,3.4290000000000003
1999,2,16,2,3.302,3.302,1999-02-16,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,3.302
1999,2,16,3,3.048,2.54,1999-02-16,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,2.794
1999,2,17,4,10.16,10.16,1999-02-17,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,10.16
1999,3,16,1,9.144,7.62,1999-03-16,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,8.382
1999,3,16,2,11.176,12.954,1999-03-16,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,12.065000000000001
1999,3,.,3,.,.,.,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,.
1999,3,16,4,.,.,1999-03-16,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,.
1999,4,20,1,.,.,1999-04-20,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
1999,4,20,2,.,.,1999-04-20,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
1999,4,20,3,15.24,12.7,1999-04-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,13.969999999999999
1999,4,21,4,2.54,9.906,1999-04-21,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,6.223000000000001
1999,5,18,1,.,27.94,1999-05-18,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,27.94
1999,5,18,2,14.732,15.24,1999-05-18,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,14.986
1999,5,18,3,20.32,17.78,1999-05-18,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,19.05
1999,5,.,4,.,.,.,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,.
1999,6,.,1,.,.,.,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.
1999,6,15,2,4.826,4.572,1999-06-15,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,4.699
1999,6,.,3,.,.,.,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,.
1999,6,.,4,.,.,.,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,.
1999,7,20,1,48.26,34.798,1999-07-20,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,41.528999999999996
1999,7,20,2,34.29,27.94,1999-07-20,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,31.115000000000002
1999,7,.,3,.,.,.,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,.
1999,7,20,4,29.21,25.4,1999-07-20,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,27.305
1999,8,18,1,107.95,88.9,1999-08-18,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,98.42500000000001
1999,8,17,2,124.46,104.14,1999-08-17,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,114.3
1999,8,20,3,1.55,0.9,1999-08-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,1.225
1999,8,17,4,95.25,95.25,1999-08-17,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,95.25
1999,8,17,5,88.9,74.93,1999-08-17,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,81.915
1999,9,21,1,4.572,1.27,1999-09-21,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,2.9210000000000003
1999,9,21,2,10.16,13.208,1999-09-21,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,11.684000000000001
1999,9,22,3,8.128,4.572,1999-09-22,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,6.35
1999,9,21,4,14.732,10.16,1999-09-21,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,12.446
1999,9,21,5,10.16,3.81,1999-09-21,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.,6.985
1999,10,20,1,10.414,7.112,1999-10-20,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,8.763
1999,10,19,2,16.256,15.494,1999-10-19,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,15.875
1999,10,20,3,9.652,5.08,1999-10-20,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06  3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02,7.366
