site,year,month,quantity,lettercode,name,family,class,order,genspp,trap,line_number
1,1997,10,0,NOCAP,No captures,0,0,0,0,5,2
1,1997,10,0,NOCAP,No captures,0,0,0,0,6,2
1,1997,10,0,NOCAP,No captures,0,0,0,0,7,2
1,1997,10,0,NOCAP,No captures,0,0,0,0,8,2
1,1997,10,0,NOCAP,No captures,0,0,0,0,13,4
2,1997,10,0,NOCAP,No captures,0,0,0,0,1,1
2,1997,10,0,NOCAP,No captures,0,0,0,0,12,3
2,1997,10,0,NOCAP,No captures,0,0,0,0,14,4
2,1997,10,0,NOCAP,No captures,0,0,0,0,15,4
2,1997,10,0,NOCAP,No captures,0,0,0,0,19,5
2,1997,10,0,NOCAP,No captures,0,0,0,0,2,1
2,1997,10,0,NOCAP,No captures,0,0,0,0,3,1
2,1997,10,0,NOCAP,No captures,0,0,0,0,4,1
2,1997,10,0,NOCAP,No captures,0,0,0,0,5,2
2,1997,10,0,NOCAP,No captures,0,0,0,0,6,2
2,1997,10,0,NOCAP,No captures,0,0,0,0,9,3
2,1997,10,0,NOCAP,No captures,0,0,0,0,13,4
1,1998,5,0,NOCAP,No captures,0,0,0,0,17,5
1,1998,5,0,NOCAP,No captures,0,0,0,0,2,1
1,1998,5,0,NOCAP,No captures,0,0,0,0,8,2
4,1998,5,0,NOCAP,No captures,0,0,0,0,18,5
4,1998,5,0,NOCAP,No captures,0,0,0,0,20,5
2,1998,6,0,NOCAP,No captures,0,0,0,0,15,4
4,1998,6,0,NOCAP,No captures,0,0,0,0,18,5
4,1998,6,0,NOCAP,No captures,0,0,0,0,20,5
4,1998,6,0,NOCAP,No captures,0,0,0,0,4,1
4,1998,6,0,NOCAP,No captures,0,0,0,0,6,2
4,1998,6,0,NOCAP,No captures,0,0,0,0,9,3
1,1998,8,0,NOCAP,No captures,0,0,0,0,12,3
1,1998,8,0,NOCAP,No captures,0,0,0,0,19,5
1,1998,8,0,NOCAP,No captures,0,0,0,0,3,1
1,1998,8,0,NOCAP,No captures,0,0,0,0,8,2
1,1998,10,0,NOCAP,No captures,0,0,0,0,12,3
1,1998,10,0,NOCAP,No captures,0,0,0,0,14,4
1,1998,10,0,NOCAP,No captures,0,0,0,0,15,4
1,1998,10,0,NOCAP,No captures,0,0,0,0,17,5
1,1998,10,0,NOCAP,No captures,0,0,0,0,4,1
1,1998,10,0,NOCAP,No captures,0,0,0,0,5,2
1,1998,10,0,NOCAP,No captures,0,0,0,0,8,2
1,1998,10,0,NOCAP,No captures,0,0,0,0,10,3
1,1998,10,0,NOCAP,No captures,0,0,0,0,13,4
2,1998,10,0,NOCAP,No captures,0,0,0,0,1,1
2,1998,10,0,NOCAP,No captures,0,0,0,0,15,4
2,1998,10,0,NOCAP,No captures,0,0,0,0,16,4
2,1998,10,0,NOCAP,No captures,0,0,0,0,3,1
2,1998,10,0,NOCAP,No captures,0,0,0,0,6,2
2,1998,10,0,NOCAP,No captures,0,0,0,0,9,3
2,1998,10,0,NOCAP,No captures,0,0,0,0,10,3
3,1998,10,0,NOCAP,No captures,0,0,0,0,7,2
4,1998,10,0,NOCAP,No captures,0,0,0,0,14,4
4,1998,10,0,NOCAP,No captures,0,0,0,0,19,5
4,1998,10,0,NOCAP,No captures,0,0,0,0,2,1
4,1998,10,0,NOCAP,No captures,0,0,0,0,6,2
1,1999,5,0,NOCAP,No captures,0,0,0,0,12,3
1,1999,5,0,NOCAP,No captures,0,0,0,0,14,4
1,1999,5,0,NOCAP,No captures,0,0,0,0,19,5
1,1999,5,0,NOCAP,No captures,0,0,0,0,20,5
1,1999,5,0,NOCAP,No captures,0,0,0,0,5,2
1,1999,5,0,NOCAP,No captures,0,0,0,0,6,2
1,1999,5,0,NOCAP,No captures,0,0,0,0,13,4
3,1999,5,0,NOCAP,No captures,0,0,0,0,3,1
3,1999,5,0,NOCAP,No captures,0,0,0,0,7,2
4,1999,5,0,NOCAP,No captures,0,0,0,0,10,3
4,1999,5,0,NOCAP,No captures,0,0,0,0,13,4
1,1999,6,0,NOCAP,No captures,0,0,0,0,2,1
2,1999,6,0,NOCAP,No captures,0,0,0,0,18,5
3,1999,6,0,NOCAP,No captures,0,0,0,0,18,5
3,1999,6,0,NOCAP,No captures,0,0,0,0,19,5
1,1999,8,0,NOCAP,No captures,0,0,0,0,3,1
2,1999,8,0,NOCAP,No captures,0,0,0,0,15,4
3,1999,8,0,NOCAP,No captures,0,0,0,0,4,1
3,1999,8,0,NOCAP,No captures,0,0,0,0,6,2
3,1999,8,0,NOCAP,No captures,0,0,0,0,7,2
5,1999,8,0,NOCAP,No captures,0,0,0,0,17,5
5,1999,8,0,NOCAP,No captures,0,0,0,0,18,5
5,1999,8,0,NOCAP,No captures,0,0,0,0,5,2
5,1999,8,0,NOCAP,No captures,0,0,0,0,7,2
5,1999,8,0,NOCAP,No captures,0,0,0,0,10,3
1,1999,10,0,NOCAP,No captures,0,0,0,0,1,1
1,1999,10,0,NOCAP,No captures,0,0,0,0,3,1
1,1999,10,0,NOCAP,No captures,0,0,0,0,4,1
3,1999,10,0,NOCAP,No captures,0,0,0,0,1,1
3,1999,10,0,NOCAP,No captures,0,0,0,0,12,3
3,1999,10,0,NOCAP,No captures,0,0,0,0,14,4
3,1999,10,0,NOCAP,No captures,0,0,0,0,15,4
3,1999,10,0,NOCAP,No captures,0,0,0,0,19,5
3,1999,10,0,NOCAP,No captures,0,0,0,0,20,5
3,1999,10,0,NOCAP,No captures,0,0,0,0,2,1
3,1999,10,0,NOCAP,No captures,0,0,0,0,5,2
3,1999,10,0,NOCAP,No captures,0,0,0,0,7,2
3,1999,10,0,NOCAP,No captures,0,0,0,0,8,2
3,1999,10,0,NOCAP,No captures,0,0,0,0,9,3
3,1999,10,0,NOCAP,No captures,0,0,0,0,10,3
3,1999,10,0,NOCAP,No captures,0,0,0,0,13,4
5,1999,10,0,NOCAP,No captures,0,0,0,0,14,4
5,1999,10,0,NOCAP,No captures,0,0,0,0,15,4
5,1999,10,0,NOCAP,No captures,0,0,0,0,17,5
5,1999,10,0,NOCAP,No captures,0,0,0,0,18,5
5,1999,10,0,NOCAP,No captures,0,0,0,0,5,2
5,1999,10,0,NOCAP,No captures,0,0,0,0,13,4
1,2000,5,0,NOCAP,No captures,0,0,0,0,8,2
1,2000,5,0,NOCAP,No captures,0,0,0,0,10,3
1,2000,5,0,NOCAP,No captures,0,0,0,0,13,4
2,2000,5,0,NOCAP,No captures,0,0,0,0,15,4
3,2000,5,0,NOCAP,No captures,0,0,0,0,1,1
3,2000,5,0,NOCAP,No captures,0,0,0,0,4,1
4,2000,5,0,NOCAP,No captures,0,0,0,0,18,5
5,2000,5,0,NOCAP,No captures,0,0,0,0,19,5
5,2000,5,0,NOCAP,No captures,0,0,0,0,20,5
5,2000,5,0,NOCAP,No captures,0,0,0,0,5,2
5,2000,5,0,NOCAP,No captures,0,0,0,0,6,2
5,2000,5,0,NOCAP,No captures,0,0,0,0,9,3
5,2000,5,0,NOCAP,No captures,0,0,0,0,11,3
6,2000,5,0,NOCAP,No captures,0,0,0,0,14,4
6,2000,5,0,NOCAP,No captures,0,0,0,0,15,4
6,2000,5,0,NOCAP,No captures,0,0,0,0,11,3
6,2000,5,0,NOCAP,No captures,0,0,0,0,13,4
1,2000,6,0,NOCAP,No captures,0,0,0,0,4,1
1,2000,6,0,NOCAP,No captures,0,0,0,0,7,2
1,2000,6,0,NOCAP,No captures,0,0,0,0,11,3
1,2000,6,0,NOCAP,No captures,0,0,0,0,13,4
3,2000,6,0,NOCAP,No captures,0,0,0,0,16,4
3,2000,6,0,NOCAP,No captures,0,0,0,0,4,1
3,2000,6,0,NOCAP,No captures,0,0,0,0,5,2
3,2000,6,0,NOCAP,No captures,0,0,0,0,11,3
3,2000,6,0,NOCAP,No captures,0,0,0,0,13,4
4,2000,6,0,NOCAP,No captures,0,0,0,0,19,5
6,2000,6,0,NOCAP,No captures,0,0,0,0,5,2
6,2000,6,0,NOCAP,No captures,0,0,0,0,6,2
1,2000,8,0,NOCAP,No captures,0,0,0,0,20,5
1,2000,8,0,NOCAP,No captures,0,0,0,0,4,1
1,2000,8,0,NOCAP,No captures,0,0,0,0,6,2
1,2000,8,0,NOCAP,No captures,0,0,0,0,7,2
1,2000,8,0,NOCAP,No captures,0,0,0,0,9,3
2,2000,8,0,NOCAP,No captures,0,0,0,0,1,1
2,2000,8,0,NOCAP,No captures,0,0,0,0,12,3
2,2000,8,0,NOCAP,No captures,0,0,0,0,15,4
2,2000,8,0,NOCAP,No captures,0,0,0,0,16,4
2,2000,8,0,NOCAP,No captures,0,0,0,0,17,5
2,2000,8,0,NOCAP,No captures,0,0,0,0,18,5
2,2000,8,0,NOCAP,No captures,0,0,0,0,4,1
2,2000,8,0,NOCAP,No captures,0,0,0,0,13,4
3,2000,8,0,NOCAP,No captures,0,0,0,0,1,1
3,2000,8,0,NOCAP,No captures,0,0,0,0,17,5
3,2000,8,0,NOCAP,No captures,0,0,0,0,2,1
3,2000,8,0,NOCAP,No captures,0,0,0,0,3,1
3,2000,8,0,NOCAP,No captures,0,0,0,0,5,2
3,2000,8,0,NOCAP,No captures,0,0,0,0,6,2
4,2000,8,0,NOCAP,No captures,0,0,0,0,13,4
6,2000,8,0,NOCAP,No captures,0,0,0,0,14,4
6,2000,8,0,NOCAP,No captures,0,0,0,0,18,5
6,2000,8,0,NOCAP,No captures,0,0,0,0,3,1
6,2000,8,0,NOCAP,No captures,0,0,0,0,8,2
1,2000,10,0,NOCAP,No captures,0,0,0,0,14,4
1,2000,10,0,NOCAP,No captures,0,0,0,0,4,1
1,2000,10,0,NOCAP,No captures,0,0,0,0,11,3
2,2000,10,0,NOCAP,No captures,0,0,0,0,1,1
2,2000,10,0,NOCAP,No captures,0,0,0,0,12,3
2,2000,10,0,NOCAP,No captures,0,0,0,0,15,4
2,2000,10,0,NOCAP,No captures,0,0,0,0,16,4
2,2000,10,0,NOCAP,No captures,0,0,0,0,17,5
2,2000,10,0,NOCAP,No captures,0,0,0,0,18,5
2,2000,10,0,NOCAP,No captures,0,0,0,0,20,5
2,2000,10,0,NOCAP,No captures,0,0,0,0,2,1
2,2000,10,0,NOCAP,No captures,0,0,0,0,3,1
2,2000,10,0,NOCAP,No captures,0,0,0,0,4,1
2,2000,10,0,NOCAP,No captures,0,0,0,0,5,2
2,2000,10,0,NOCAP,No captures,0,0,0,0,8,2
2,2000,10,0,NOCAP,No captures,0,0,0,0,13,4
3,2000,10,0,NOCAP,No captures,0,0,0,0,17,5
3,2000,10,0,NOCAP,No captures,0,0,0,0,20,5
3,2000,10,0,NOCAP,No captures,0,0,0,0,5,2
3,2000,10,0,NOCAP,No captures,0,0,0,0,9,3
3,2000,10,0,NOCAP,No captures,0,0,0,0,13,4
4,2000,10,0,NOCAP,No captures,0,0,0,0,19,5
4,2000,10,0,NOCAP,No captures,0,0,0,0,9,3
5,2000,10,0,NOCAP,No captures,0,0,0,0,1,1
5,2000,10,0,NOCAP,No captures,0,0,0,0,14,4
5,2000,10,0,NOCAP,No captures,0,0,0,0,15,4
5,2000,10,0,NOCAP,No captures,0,0,0,0,16,4
5,2000,10,0,NOCAP,No captures,0,0,0,0,17,5
5,2000,10,0,NOCAP,No captures,0,0,0,0,18,5
5,2000,10,0,NOCAP,No captures,0,0,0,0,19,5
5,2000,10,0,NOCAP,No captures,0,0,0,0,20,5
5,2000,10,0,NOCAP,No captures,0,0,0,0,3,1
5,2000,10,0,NOCAP,No captures,0,0,0,0,5,2
5,2000,10,0,NOCAP,No captures,0,0,0,0,6,2
5,2000,10,0,NOCAP,No captures,0,0,0,0,8,2
5,2000,10,0,NOCAP,No captures,0,0,0,0,9,3
5,2000,10,0,NOCAP,No captures,0,0,0,0,10,3
6,2000,10,0,NOCAP,No captures,0,0,0,0,17,5
6,2000,10,0,NOCAP,No captures,0,0,0,0,18,5
6,2000,10,0,NOCAP,No captures,0,0,0,0,2,1
6,2000,10,0,NOCAP,No captures,0,0,0,0,3,1
6,2000,10,0,NOCAP,No captures,0,0,0,0,4,1
6,2000,10,0,NOCAP,No captures,0,0,0,0,7,2
6,2000,10,0,NOCAP,No captures,0,0,0,0,11,3
6,2000,10,0,NOCAP,No captures,0,0,0,0,13,4
1,2001,5,0,NOCAP,No captures,0,0,0,0,17,5
1,2001,5,0,NOCAP,No captures,0,0,0,0,20,5
1,2001,5,0,NOCAP,No captures,0,0,0,0,4,1
1,2001,5,0,NOCAP,No captures,0,0,0,0,5,2
1,2001,5,0,NOCAP,No captures,0,0,0,0,7,2
2,2001,5,0,NOCAP,No captures,0,0,0,0,5,2
2,2001,5,0,NOCAP,No captures,0,0,0,0,10,3
5,2001,5,0,NOCAP,No captures,0,0,0,0,1,1
5,2001,5,0,NOCAP,No captures,0,0,0,0,12,3
5,2001,5,0,NOCAP,No captures,0,0,0,0,14,4
5,2001,5,0,NOCAP,No captures,0,0,0,0,17,5
5,2001,5,0,NOCAP,No captures,0,0,0,0,19,5
5,2001,5,0,NOCAP,No captures,0,0,0,0,4,1
5,2001,5,0,NOCAP,No captures,0,0,0,0,5,2
5,2001,5,0,NOCAP,No captures,0,0,0,0,10,3
5,2001,5,0,NOCAP,No captures,0,0,0,0,13,4
6,2001,5,0,NOCAP,No captures,0,0,0,0,4,1
6,2001,5,0,NOCAP,No captures,0,0,0,0,6,2
6,2001,5,0,NOCAP,No captures,0,0,0,0,7,2
6,2001,5,0,NOCAP,No captures,0,0,0,0,11,3
7,2001,5,0,NOCAP,No captures,0,0,0,0,16,4
7,2001,5,0,NOCAP,No captures,0,0,0,0,17,5
7,2001,5,0,NOCAP,No captures,0,0,0,0,20,5
7,2001,5,0,NOCAP,No captures,0,0,0,0,13,4
2,2001,6,0,NOCAP,No captures,0,0,0,0,1,1
2,2001,6,0,NOCAP,No captures,0,0,0,0,12,3
2,2001,6,0,NOCAP,No captures,0,0,0,0,8,2
3,2001,6,0,NOCAP,No captures,0,0,0,0,6,2
3,2001,6,0,NOCAP,No captures,0,0,0,0,10,3
5,2001,6,0,NOCAP,No captures,0,0,0,0,1,1
5,2001,6,0,NOCAP,No captures,0,0,0,0,12,3
5,2001,6,0,NOCAP,No captures,0,0,0,0,15,4
5,2001,6,0,NOCAP,No captures,0,0,0,0,16,4
5,2001,6,0,NOCAP,No captures,0,0,0,0,4,1
5,2001,6,0,NOCAP,No captures,0,0,0,0,5,2
5,2001,6,0,NOCAP,No captures,0,0,0,0,6,2
5,2001,6,0,NOCAP,No captures,0,0,0,0,7,2
5,2001,6,0,NOCAP,No captures,0,0,0,0,9,3
5,2001,6,0,NOCAP,No captures,0,0,0,0,11,3
5,2001,6,0,NOCAP,No captures,0,0,0,0,13,4
6,2001,6,0,NOCAP,No captures,0,0,0,0,1,1
6,2001,6,0,NOCAP,No captures,0,0,0,0,19,5
6,2001,6,0,NOCAP,No captures,0,0,0,0,6,2
1,2001,8,0,NOCAP,No captures,0,0,0,0,5,2
1,2001,8,0,NOCAP,No captures,0,0,0,0,6,2
1,2001,8,0,NOCAP,No captures,0,0,0,0,8,2
1,2001,8,0,NOCAP,No captures,0,0,0,0,9,3
2,2001,8,0,NOCAP,No captures,0,0,0,0,18,5
2,2001,8,0,NOCAP,No captures,0,0,0,0,2,1
2,2001,8,0,NOCAP,No captures,0,0,0,0,3,1
2,2001,8,0,NOCAP,No captures,0,0,0,0,8,2
3,2001,8,0,NOCAP,No captures,0,0,0,0,7,2
4,2001,8,0,NOCAP,No captures,0,0,0,0,18,5
2,2001,10,0,NOCAP,No captures,0,0,0,0,14,4
2,2001,10,0,NOCAP,No captures,0,0,0,0,18,5
2,2001,10,0,NOCAP,No captures,0,0,0,0,2,1
2,2001,10,0,NOCAP,No captures,0,0,0,0,4,1
2,2001,10,0,NOCAP,No captures,0,0,0,0,7,2
2,2001,10,0,NOCAP,No captures,0,0,0,0,8,2
2,2001,10,0,NOCAP,No captures,0,0,0,0,10,3
3,2001,10,0,NOCAP,No captures,0,0,0,0,17,5
3,2001,10,0,NOCAP,No captures,0,0,0,0,18,5
3,2001,10,0,NOCAP,No captures,0,0,0,0,19,5
3,2001,10,0,NOCAP,No captures,0,0,0,0,8,2
6,2001,10,0,NOCAP,No captures,0,0,0,0,16,4
6,2001,10,0,NOCAP,No captures,0,0,0,0,3,1
6,2001,10,0,NOCAP,No captures,0,0,0,0,9,3
7,2001,10,0,NOCAP,No captures,0,0,0,0,1,1
7,2001,10,0,NOCAP,No captures,0,0,0,0,14,4
7,2001,10,0,NOCAP,No captures,0,0,0,0,16,4
7,2001,10,0,NOCAP,No captures,0,0,0,0,3,1
7,2001,10,0,NOCAP,No captures,0,0,0,0,6,2
7,2001,10,0,NOCAP,No captures,0,0,0,0,8,2
7,2001,10,0,NOCAP,No captures,0,0,0,0,10,3
7,2001,10,0,NOCAP,No captures,0,0,0,0,11,3
5,2002,5,0,NOCAP,No captures,0,0,0,0,1,1
5,2002,5,0,NOCAP,No captures,0,0,0,0,16,4
5,2002,5,0,NOCAP,No captures,0,0,0,0,17,5
5,2002,5,0,NOCAP,No captures,0,0,0,0,18,5
5,2002,5,0,NOCAP,No captures,0,0,0,0,19,5
5,2002,5,0,NOCAP,No captures,0,0,0,0,3,1
5,2002,5,0,NOCAP,No captures,0,0,0,0,5,2
5,2002,5,0,NOCAP,No captures,0,0,0,0,6,2
5,2002,5,0,NOCAP,No captures,0,0,0,0,7,2
5,2002,5,0,NOCAP,No captures,0,0,0,0,10,3
5,2002,5,0,NOCAP,No captures,0,0,0,0,11,3
5,2002,5,0,NOCAP,No captures,0,0,0,0,13,4
7,2002,5,0,NOCAP,No captures,0,0,0,0,16,4
7,2002,5,0,NOCAP,No captures,0,0,0,0,2,1
7,2002,5,0,NOCAP,No captures,0,0,0,0,3,1
7,2002,5,0,NOCAP,No captures,0,0,0,0,6,2
7,2002,5,0,NOCAP,No captures,0,0,0,0,7,2
7,2002,5,0,NOCAP,No captures,0,0,0,0,8,2
7,2002,5,0,NOCAP,No captures,0,0,0,0,11,3
8,2002,5,0,NOCAP,No captures,0,0,0,0,1,1
9,2002,5,0,NOCAP,No captures,0,0,0,0,6,2
1,2002,6,0,NOCAP,No captures,0,0,0,0,7,2
1,2002,6,0,NOCAP,No captures,0,0,0,0,9,3
2,2002,6,0,NOCAP,No captures,0,0,0,0,14,4
2,2002,6,0,NOCAP,No captures,0,0,0,0,17,5
2,2002,6,0,NOCAP,No captures,0,0,0,0,18,5
2,2002,6,0,NOCAP,No captures,0,0,0,0,5,2
2,2002,6,0,NOCAP,No captures,0,0,0,0,7,2
2,2002,6,0,NOCAP,No captures,0,0,0,0,9,3
2,2002,6,0,NOCAP,No captures,0,0,0,0,11,3
3,2002,6,0,NOCAP,No captures,0,0,0,0,19,5
3,2002,6,0,NOCAP,No captures,0,0,0,0,8,2
3,2002,6,0,NOCAP,No captures,0,0,0,0,13,4
5,2002,6,0,NOCAP,No captures,0,0,0,0,1,1
5,2002,6,0,NOCAP,No captures,0,0,0,0,19,5
5,2002,6,0,NOCAP,No captures,0,0,0,0,3,1
5,2002,6,0,NOCAP,No captures,0,0,0,0,4,1
5,2002,6,0,NOCAP,No captures,0,0,0,0,5,2
5,2002,6,0,NOCAP,No captures,0,0,0,0,6,2
5,2002,6,0,NOCAP,No captures,0,0,0,0,8,2
5,2002,6,0,NOCAP,No captures,0,0,0,0,10,3
5,2002,6,0,NOCAP,No captures,0,0,0,0,11,3
5,2002,6,0,NOCAP,No captures,0,0,0,0,13,4
8,2002,6,0,NOCAP,No captures,0,0,0,0,4,1
8,2002,6,0,NOCAP,No captures,0,0,0,0,5,2
9,2002,6,0,NOCAP,No captures,0,0,0,0,9,3
1,2002,8,0,NOCAP,No captures,0,0,0,0,12,3
1,2002,8,0,NOCAP,No captures,0,0,0,0,16,4
1,2002,8,0,NOCAP,No captures,0,0,0,0,18,5
1,2002,8,0,NOCAP,No captures,0,0,0,0,4,1
1,2002,8,0,NOCAP,No captures,0,0,0,0,6,2
1,2002,8,0,NOCAP,No captures,0,0,0,0,7,2
1,2002,8,0,NOCAP,No captures,0,0,0,0,13,4
2,2002,8,0,NOCAP,No captures,0,0,0,0,16,4
2,2002,8,0,NOCAP,No captures,0,0,0,0,17,5
2,2002,8,0,NOCAP,No captures,0,0,0,0,19,5
2,2002,8,0,NOCAP,No captures,0,0,0,0,3,1
2,2002,8,0,NOCAP,No captures,0,0,0,0,11,3
2,2002,8,0,NOCAP,No captures,0,0,0,0,13,4
3,2002,8,0,NOCAP,No captures,0,0,0,0,8,2
5,2002,8,0,NOCAP,No captures,0,0,0,0,14,4
5,2002,8,0,NOCAP,No captures,0,0,0,0,18,5
5,2002,8,0,NOCAP,No captures,0,0,0,0,20,5
5,2002,8,0,NOCAP,No captures,0,0,0,0,2,1
5,2002,8,0,NOCAP,No captures,0,0,0,0,3,1
5,2002,8,0,NOCAP,No captures,0,0,0,0,4,1
5,2002,8,0,NOCAP,No captures,0,0,0,0,5,2
5,2002,8,0,NOCAP,No captures,0,0,0,0,6,2
5,2002,8,0,NOCAP,No captures,0,0,0,0,7,2
5,2002,8,0,NOCAP,No captures,0,0,0,0,9,3
5,2002,8,0,NOCAP,No captures,0,0,0,0,10,3
5,2002,8,0,NOCAP,No captures,0,0,0,0,11,3
5,2002,8,0,NOCAP,No captures,0,0,0,0,13,4
7,2002,8,0,NOCAP,No captures,0,0,0,0,1,1
7,2002,8,0,NOCAP,No captures,0,0,0,0,15,4
7,2002,8,0,NOCAP,No captures,0,0,0,0,16,4
7,2002,8,0,NOCAP,No captures,0,0,0,0,17,5
7,2002,8,0,NOCAP,No captures,0,0,0,0,18,5
7,2002,8,0,NOCAP,No captures,0,0,0,0,19,5
7,2002,8,0,NOCAP,No captures,0,0,0,0,3,1
7,2002,8,0,NOCAP,No captures,0,0,0,0,4,1
7,2002,8,0,NOCAP,No captures,0,0,0,0,5,2
7,2002,8,0,NOCAP,No captures,0,0,0,0,6,2
7,2002,8,0,NOCAP,No captures,0,0,0,0,8,2
7,2002,8,0,NOCAP,No captures,0,0,0,0,9,3
7,2002,8,0,NOCAP,No captures,0,0,0,0,10,3
7,2002,8,0,NOCAP,No captures,0,0,0,0,13,4
8,2002,9,0,NOCAP,No captures,0,0,0,0,1,1
8,2002,9,0,NOCAP,No captures,0,0,0,0,12,3
8,2002,9,0,NOCAP,No captures,0,0,0,0,14,4
8,2002,9,0,NOCAP,No captures,0,0,0,0,15,4
8,2002,9,0,NOCAP,No captures,0,0,0,0,19,5
8,2002,9,0,NOCAP,No captures,0,0,0,0,20,5
8,2002,9,0,NOCAP,No captures,0,0,0,0,2,1
8,2002,9,0,NOCAP,No captures,0,0,0,0,4,1
8,2002,9,0,NOCAP,No captures,0,0,0,0,5,2
8,2002,9,0,NOCAP,No captures,0,0,0,0,6,2
8,2002,9,0,NOCAP,No captures,0,0,0,0,7,2
8,2002,9,0,NOCAP,No captures,0,0,0,0,10,3
8,2002,9,0,NOCAP,No captures,0,0,0,0,11,3
8,2002,9,0,NOCAP,No captures,0,0,0,0,13,4
9,2002,9,0,NOCAP,No captures,0,0,0,0,12,3
9,2002,9,0,NOCAP,No captures,0,0,0,0,14,4
9,2002,9,0,NOCAP,No captures,0,0,0,0,15,4
9,2002,9,0,NOCAP,No captures,0,0,0,0,2,1
9,2002,9,0,NOCAP,No captures,0,0,0,0,9,3
1,2002,10,0,NOCAP,No captures,0,0,0,0,1,1
1,2002,10,0,NOCAP,No captures,0,0,0,0,8,2
3,2002,10,0,NOCAP,No captures,0,0,0,0,17,5
3,2002,10,0,NOCAP,No captures,0,0,0,0,18,5
3,2002,10,0,NOCAP,No captures,0,0,0,0,19,5
3,2002,10,0,NOCAP,No captures,0,0,0,0,5,2
3,2002,10,0,NOCAP,No captures,0,0,0,0,7,2
3,2002,10,0,NOCAP,No captures,0,0,0,0,8,2
6,2002,10,0,NOCAP,No captures,0,0,0,0,3,1
6,2002,10,0,NOCAP,No captures,0,0,0,0,9,3
6,2002,10,0,NOCAP,No captures,0,0,0,0,11,3
7,2002,10,0,NOCAP,No captures,0,0,0,0,17,5
7,2002,10,0,NOCAP,No captures,0,0,0,0,18,5
7,2002,10,0,NOCAP,No captures,0,0,0,0,6,2
7,2002,10,0,NOCAP,No captures,0,0,0,0,8,2
7,2002,10,0,NOCAP,No captures,0,0,0,0,9,3
7,2002,10,0,NOCAP,No captures,0,0,0,0,10,3
8,2002,10,0,NOCAP,No captures,0,0,0,0,1,1
8,2002,10,0,NOCAP,No captures,0,0,0,0,12,3
8,2002,10,0,NOCAP,No captures,0,0,0,0,16,4
8,2002,10,0,NOCAP,No captures,0,0,0,0,20,5
8,2002,10,0,NOCAP,No captures,0,0,0,0,6,2
8,2002,10,0,NOCAP,No captures,0,0,0,0,7,2
8,2002,10,0,NOCAP,No captures,0,0,0,0,8,2
8,2002,10,0,NOCAP,No captures,0,0,0,0,11,3
8,2002,10,0,NOCAP,No captures,0,0,0,0,13,4
9,2002,10,0,NOCAP,No captures,0,0,0,0,15,4
9,2002,10,0,NOCAP,No captures,0,0,0,0,16,4
9,2002,10,0,NOCAP,No captures,0,0,0,0,20,5
9,2002,10,0,NOCAP,No captures,0,0,0,0,2,1
9,2002,10,0,NOCAP,No captures,0,0,0,0,3,1
9,2002,10,0,NOCAP,No captures,0,0,0,0,4,1
9,2002,10,0,NOCAP,No captures,0,0,0,0,6,2
9,2002,10,0,NOCAP,No captures,0,0,0,0,7,2
9,2002,10,0,NOCAP,No captures,0,0,0,0,8,2
2,2003,5,0,NOCAP,No captures,0,0,0,0,1,1
2,2003,5,0,NOCAP,No captures,0,0,0,0,17,5
2,2003,5,0,NOCAP,No captures,0,0,0,0,3,1
