"Year","Month","Day","Site number","Tub","cw","cwprevyr","will","seep","willtree","willcoy","bacc","nmol","indbu","sc","ro","elm","othplan","repcw","repwil","repruol","repelm","repsc","repoth","wood","totalwt","willcombined","totalrepro","sumindwts","totalwt-indwts","Date mdy","Site name","Latitude","Longitude","Date type","Reaches","Current usgs gauge","Nearest USGS gauge"
"46",1997,8,"19",1,"F",5.77,.,0,0,.,.,.,0.46,0,0,0,0.46,0,.,.,.,.,.,.,0.15,0.9,0,0.01,0.9,0,1997-08-19,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"47",1997,8,"19",1,"G",6.62,.,0,0,.,.,.,0,0,0,0,0.31,0,.,.,.,.,.,.,0,0.91,0,0.01,0.91,0,1997-08-19,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"48",1997,8,"19",1,"H",2.85,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0.37,0,0,0.37,0,1997-08-19,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"49",1997,8,"19",1,"I",11.92,.,0,0,.,.,.,0,0,0,0.08,1.62,0,.,.,.,.,.,.,1.46,1.99,0,0.03,1.99,0,1997-08-19,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"50",1997,8,"19",1,"J",13.85,.,0,0,.,.,.,0.08,0,0,0,0.08,0,.,.,.,.,.,.,9.62,4.24,0,1.17,4.24,0,1997-08-19,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"51",1997,8,"19",2,"A",7.31,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0.95,0,0,0.95,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"52",1997,8,"19",2,"B",12.69,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,1.08,1.79,0,0,1.79,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"53",1997,8,"19",2,"C",5.77,.,0,0,.,.,.,0,0,0,0.08,0,0,.,.,.,.,.,.,0.23,0.79,0,0,0.79,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"54",1997,8,"19",2,"D",3.38,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0.44,0,0,0.44,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"55",1997,8,"19",2,"E",3.69,.,0,0,.,.,.,0,0,0,0.85,0,0,.,.,.,.,.,.,0.31,0.67,0,0.04,0.67,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"56",1997,8,"19",2,"F",0.38,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0.05,0,0,0.05,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"57",1997,8,"19",2,"G",7.31,.,0,0,.,.,.,0,0,0,8.31,0,2.92,.,.,.,.,.,.,0.38,3.6,0,1.14,3.6,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"58",1997,8,"19",2,"H",11.08,.,0,0,.,.,.,0,0,0,0,0,0.46,.,.,.,.,.,.,0.08,1.51,0,0,1.51,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"59",1997,8,"19",2,"I",0.69,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0.46,0.15,0,0,0.15,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"60",1997,8,"19",2,"J",4.38,.,0,0,.,.,.,0,0,0,0,0,2.23,.,.,.,.,.,.,0.15,0.88,0,0,0.88,0,1997-08-19,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"61",1997,9,"16",1,"A",1,.,0.08,0,.,.,.,43.31,0,0,0,0,0,.,.,.,.,.,.,0,5.77,0.01,0,5.77,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"62",1997,9,"16",1,"B",10.15,.,0,0,.,.,.,1.92,0,0,0,0,0,.,.,.,.,.,.,7.69,2.57,0,0,2.57,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"63",1997,9,"16",1,"C",8.62,.,0,0,.,.,.,27.69,0,0,0,0,0,.,.,.,.,.,.,38.38,9.71,0,0,9.71,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"64",1997,9,"16",1,"D",5.92,.,0,0,.,.,.,8.62,0,0,0,0,0,.,.,.,.,.,.,0,1.89,0,0,1.89,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"65",1997,9,"16",1,"E",14.46,.,0,0,.,.,.,11,0,0,0,0,0,.,.,.,.,.,.,0,3.31,0,0,3.31,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"66",1997,9,"16",1,"F",7.31,.,0,0,.,.,.,9.85,0,0,0,0,0,.,.,.,.,.,.,6.38,3.06,0,0,3.06,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"67",1997,9,"16",1,"G",23.46,.,0,0,.,.,.,0,0,0,0,1.08,0,.,.,.,.,.,.,9.23,4.39,0,0,4.39,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"68",1997,9,"16",1,"H",12.38,.,0,0,.,.,.,24.23,0,0,0,0,0,.,.,.,.,.,.,0,4.76,0,0,4.76,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"69",1997,9,"16",1,"I",25.62,.,0,0,.,.,.,0,0,0,5.85,0.38,0,.,.,.,.,.,.,0,4.14,0,0,4.14,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"70",1997,9,"16",1,"J",44.23,.,0,0,.,.,.,13.62,0,0,0,0,0,.,.,.,.,.,.,0,7.52,0,0,7.52,0,1997-09-16,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"71",1997,9,"16",2,"A",20.23,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,2.63,0,0,2.63,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"72",1997,9,"16",2,"B",41.46,.,0,0,.,.,.,0,0,0,0,0,0.15,.,.,.,.,.,.,0,5.41,0,0,5.41,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"73",1997,9,"16",2,"C",43.69,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0.54,5.75,0,0,5.75,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"74",1997,9,"16",2,"D",20.54,.,0,0,.,.,.,0,0,0,0,0,0.08,.,.,.,.,.,.,2.54,3.07,0,0.06,3.07,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"75",1997,9,"16",2,"E",54.23,.,0,0,.,.,.,0,0,0,1.08,0,0,.,.,.,.,.,.,0,7.19,0,0,7.19,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"76",1997,9,"16",2,"F",24.46,.,0,0,.,.,.,0,0,0,0,0,0.08,.,.,.,.,.,.,9.62,4.44,0,0,4.44,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"77",1997,9,"16",2,"G",11.08,.,0,0,.,.,.,0,0,0,22.08,0,0,.,.,.,.,.,.,1.15,5.77,0,1.31,5.77,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"78",1997,9,"16",2,"H",23.46,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0.08,3.06,0,0,3.06,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"79",1997,9,"16",2,"I",12.92,.,0,0,.,.,.,0,0,0,0,0,0.46,.,.,.,.,.,.,21.54,4.66,0,0.12,4.66,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"80",1997,9,"16",2,"J",11.46,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,1.49,0,0,1.49,0,1997-09-16,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"81",1997,10,"21",1,"A",12.38,.,0,0,.,.,.,39.15,0,0,0,0.08,3.54,.,.,.,.,.,.,2.08,7.44,0,0,7.44,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"82",1997,10,"21",1,"B",69,.,0,0,.,.,.,9.08,0,0,0,0,0,.,.,.,.,.,.,10.54,11.69,0,0.17,11.69,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"83",1997,10,"21",1,"C",49.92,.,0,0,.,.,.,38.92,0,0,0,0.23,0.08,.,.,.,.,.,.,22.77,14.55,0,0,14.55,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"84",1997,10,"21",1,"D",78.08,.,0,0,.,.,.,41.38,0,0,0,0.08,4.31,.,.,.,.,.,.,226.38,45.53,0,0,45.53,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"85",1997,10,"21",1,"E",54.92,.,0,0,.,.,.,26.92,0,0,0,0,0,.,.,.,.,.,.,4.08,11.17,0,0,11.17,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"86",1997,10,"21",1,"F",50.15,.,0,0,.,.,.,54.85,0,0,0,0,0,.,.,.,.,.,.,0.23,13.68,0,0,13.68,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"87",1997,10,"21",1,"G",108.08,.,0.08,0.46,.,.,.,0.08,0,0,0,4.38,0,.,.,.,.,.,.,29,18.47,0.07,0,18.47,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"88",1997,10,"21",1,"H",65.92,.,0,0,.,.,.,15.15,0,0,0,0,0,.,.,.,.,.,.,0.23,10.57,0,0,10.57,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"89",1997,10,"21",1,"I",73.46,.,0,0,.,.,.,0.77,0,0,0.77,0,0,.,.,.,.,.,.,0,9.75,0,0,9.75,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"90",1997,10,"21",1,"J",114.85,.,0,0,.,.,.,14.08,0,0,2.69,1.46,0,.,.,.,.,.,.,3.54,17.76,0,0,17.76,0,1997-10-21,"Alameda",35.1880598884,-106.646949118,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
"91",1997,10,"21",2,"A",17,.,0,0,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0.77,2.31,0,0,2.31,0,1997-10-21,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
