Year,Site number,Species,Total cover cm,Scientific name,Common name,Life form,Native to U.S.,Duration,Site name,Latitude,Longitude,Date type,Reaches,Current usgs gauge,Nearest USGS gauge
2000,1,PODEW,197.09999999999997,Populus deltoides ssp. wislizenii,Rio Grande cottonwood,T,Native,Perennial,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,1,RIAU,0.34,Ribes aureum,golden currant,S,Native,Perennial,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,1,SAEX,1.28,Salix exigua,narrowleaf willow,S,Native,Perennial,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,1,ULPU,38.93,Ulmus pumila,Siberian elm,T,Exotic,Perennial,Alameda,35.1880598884,-106.646949118,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,ACHY,0.51,Achnatherum hymenoides,Indian rice grass,G,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,AMFR,3.04,Amorpha fruticosa,desert false indigo,S,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,ARPU9,0.9999999999999999,Aristida purpurea,purple threeawn,G,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,CHGE2,0.02,Chamaesyce geyeri,Geyer's sandmat,F,Native,Annual,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,ELAN,21.57,Elaeagnus angustifolia,Russian olive,T,Exotic,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,ELEL5,22.780000000000022,Elymus elymoides,squirreltail,G,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,ERAGR,0.49,Eragrostis sp.,lovegrass,G,Unknown,Unknown,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,GRASS,0.17,.,Annual grass,G,Unknown,Annual,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,GUSA2,15.2,Gutierrezia sarothrae,broom snakeweed,S,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,JUMO,0.01,Juniperus monosperma,oneseed juniper,T,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,MACHA,0.61,Machaeranthera sp.,tansyaster,F,Native,Unknown,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,MEOF,10.599999999999984,Melilotus officinalis,white sweetclover,F,Exotic,Unknown,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,PAOB,0.07,Panicum obtusum,vine mesquite,G,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,PAVI5,0.45,Parthenocissus vitacea,thicket creeper,S,Native,perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,PODEW,252.20000000000002,Populus deltoides ssp. wislizenii,Rio Grande cottonwood,T,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,SATR12,0.6300000000000001,Salsola fragus,prickly Russian thistle,F,Exotic,Annual,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,SPCO4,3.48,Sporobolus contractus,spike dropseed,G,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,SPCR,3.4299999999999997,Sporobolus cryptandrus,sand dropseed,G,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,SPFL2,1.17,Sporobolus flexuosus,mesa dropseed,G,Native,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,SPORO,0.93,Sporobolus sp.,dropseed,G,Native,Unknown,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,2,TACH2,1.24,Tamarix chinensis,saltcedar,T,Exotic,Perennial,Rio Grande Nature Center,35.1267624154,-106.688450012,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,3,AMFR,4.69,Amorpha fruticosa,desert false indigo,S,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,AMORP,1.63,Amorpha sp.,false indigo,S,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,AMPS,0.16,Ambrosia psilostachya,Cuman ragweed,F,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,ANCA10,140.93000000000004,Anemopsis californica,yerba mansa,F,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,APCA,7.769999999999998,Apocynum cannabinum,Indianhemp,F,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,BASA,0.5,Baccharis salicina Torr. & A. Gray,willow baccharis,S,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,CAREX,43.11000000000001,Carex sp.,sedge,G,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,ELAN,8.21,Elaeagnus angustifolia,Russian olive,T,Exotic,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,ELEL5,1.05,Elymus elymoides,squirreltail,G,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,ELYMU,0.11,Elymus sp.,wildrye,G,Unknown,Unknown,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,EUOC4,2.23,Euthamia occidentalis,western goldentop,F,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,FOPUP,1.35,Forestiera pubescens var. pubescens,New Mexico olive,S,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,LONIC,1.6,Lonicera sp.,honeysuckle,S,Unknown,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,MOAL,22.759999999999998,Morus alba,white mulberry,T,Exotic,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,MUAS,15.290000000000001,Muhlenbergia asperifolia,scratchgrass,G,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,PAVI5,28.259999999999998,Parthenocissus vitacea,thicket creeper,S,Native,perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,PODEW,155.78999999999996,Populus deltoides ssp. wislizenii,Rio Grande cottonwood,T,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,RIAU,5.11,Ribes aureum,golden currant,S,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,SAEX,62.139999999999986,Salix exigua,narrowleaf willow,S,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,SAGO,13.13,Salix gooddingii,Goodding's willow,T,Native,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,3,ULPU,18.39,Ulmus pumila,Siberian elm,T,Exotic,Perennial,Los Lunas,34.8123850767529,-106.714471968474,Center well ground EMLID,Isleta Reach,8331160,"1) Rio Grande Near Bosque Farms 08331160 03/16/06 to present 2) Rio Grande at Isleta Lakes Near Isleta 08330875 10/1/02-03/16/06, 3)  Rio Grande Floodway Near Bernardo 08332010 from beginning til 10/1/02"
2000,4,AMPS,32.69999999999998,Ambrosia psilostachya,Cuman ragweed,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,APCA,1.82,Apocynum cannabinum,Indianhemp,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,ARAN7,0.16,Argentina anserina,silverweed cinquefoil,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,ASCLE,1.0600000000000003,Asclepias sp.,milkweed,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,CAREX,76.82000000000004,Carex sp.,sedge,G,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,CIRSI,0.26,Cirsium sp.,thistle,F,.,.,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,CIVU,0.12,Cirsium vulgare,bull thistle,F,Exotic,Biennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,DAGL,0.02,Dactylis glomerata,orchardgrass,G,Exotic,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,ELAN,84.16999999999999,Elaeagnus angustifolia,Russian olive,T,Exotic,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,ELCA4,2.3499999999999996,Elymus canadensis,Canada wildrye,G,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,EQLA,0.01,Equisetum laevigatum,smooth horsetail,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,EQUIS,0.6700000000000002,Equisetum sp.,horsetail,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,EUOC4,23.099999999999998,Euthamia occidentalis,western goldentop,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,FORB,1.71,.,Annual dicot seedling,F,Unknown,Annual,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,GRASS,1.1600000000000001,.,Annual grass,G,Unknown,Annual,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,LYAM,0.25,Lycopus americanus,American water horehound,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,MINT,0.61,.,unidentified mint,F,Unknown,Unknown,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,MUAS,80.1,Muhlenbergia asperifolia,scratchgrass,G,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,OEELH2,0.01,.,.,.,.,.,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,PAOB,92.45999999999997,Panicum obtusum,vine mesquite,G,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,PODEW,70.05999999999999,Populus deltoides ssp. wislizenii,Rio Grande cottonwood,T,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,SAEX,124.43,Salix exigua,narrowleaf willow,S,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,SOAR2,0.26,Sonchus arvensis,field sowthistle,F,Exotic,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,SPAI,1.4500000000000002,Sporobolus airoides,alkali sacaton,G,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,SYFAC,9.29,Symphyotrichum falcatum var. commutatum,white prairie aster,F,Native,Perennial,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,4,SYMPH4,17.939999999999998,Symphyotrichum,aster,F,Native,Unknown,Belen,34.6481124155284,-106.737727748983,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005
2000,5,ELAN,0.81,Elaeagnus angustifolia,Russian olive,T,Exotic,Perennial,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.
2000,5,ELEL5,0.11,Elymus elymoides,squirreltail,G,Native,Perennial,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.
2000,5,FOPUP,0.09999999999999999,Forestiera pubescens var. pubescens,New Mexico olive,S,Native,Perennial,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.
2000,5,MEOF,0.2,Melilotus officinalis,white sweetclover,F,Exotic,Unknown,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.
2000,5,MUAS,0.34,Muhlenbergia asperifolia,scratchgrass,G,Native,Perennial,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.
2000,5,PODEW,262.05,Populus deltoides ssp. wislizenii,Rio Grande cottonwood,T,Native,Perennial,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.
2000,5,SETAR,0.05,Setaria sp.,bristlegrass,G,Unknown,Unknown,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.
2000,5,TACH2,0.13,Tamarix chinensis,saltcedar,T,Exotic,Perennial,Santa Ana,35.34284,-106.5458,Est from map,Angostura Reach,.,.
2000,6,ACHY,0.04,Achnatherum hymenoides,Indian rice grass,G,Native,Perennial,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,AMORP,0.25,Amorpha sp.,false indigo,S,Native,Perennial,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,BASC5,13.369999999999992,Bassia scoparia,kochia,F,Exotic,Annual,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,BRINI,16.559999999999995,Bromus inermis ssp. inermis,smooth brome,G,Exotic,Perennial,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,COAR4,4.379999999999997,Convolvulus arvensis,field bindweed,F,Exotic,Perennial,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,DAGL,2.1100000000000003,Dactylis glomerata,orchardgrass,G,Exotic,Perennial,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,ELAN,47.39,Elaeagnus angustifolia,Russian olive,T,Exotic,Perennial,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,ELEL5,0.15,Elymus elymoides,squirreltail,G,Native,Perennial,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,GLLE3,5.870000000000001,Glycyrrhiza lepidota,American licorice,F,Native,Perennial,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,GRASS,0.03,.,Annual grass,G,Unknown,Annual,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
2000,6,HEAN3,0.7900000000000001,Helianthus annuus,common sunflower,F,Native,Annual,Savannah,35.1428674147,-106.681982289,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000
